,P.Comp_01,P.Comp_02,P.Comp_03,P.Comp_04,P.Comp_05,P.Comp_06,P.Comp_07,P.Comp_08,P.Comp_09,P.Comp_10,P.Comp_11,P.Comp_12,P.Comp_13,P.Comp_14,P.Comp_15,P.Comp_16,P.Comp_17,P.Comp_18,P.Comp_19,P.Comp_20,P.Comp_21,Outcome
0,-0.09514552087432793,-0.27077482994554336,-0.1607960648892824,0.056499367109340635,0.26319117889131155,0.09408983193192218,0.19308573323694278,0.20275014271042557,0.4508936983758933,-0.1624082742546156,-0.019385965708745914,-0.18974454662179177,0.2035006791187926,-0.014376028918222454,0.3289795756924555,0.5940055160500332,-0.5009870306064315,0.45846639265126393,-0.1444570883198131,0.1445435400308745,-0.13364946783939516,22
1,0.1848181967346656,-0.17893411650144891,-0.2547365448487728,0.03453202251516466,0.3310099973193328,0.11626828972744653,0.19460264319439166,-0.4747991164661364,0.6345163308621962,-0.23869929008358762,0.05997264664721207,-0.15452783057467184,0.1791618291165757,-0.017794258072940588,0.3098990273869166,0.5954973947096892,-0.5113030945447609,0.5119231528419624,-0.14845553886409593,0.08425671536044183,-0.13338695508903337,22
2,0.23757433528263325,-0.1152067000619389,-0.2005316169317336,-0.011498893006722206,0.1300755605973761,-0.009225646933587534,0.22823264226510337,0.8816297641718723,0.3048342318341625,-0.1295319201567573,0.10292379346710104,-0.195363610165838,0.18065612755386967,-0.004536456783888178,0.3561720495759339,0.5466955722657781,-0.45948822227218433,0.42041886811989837,-0.15946476753796873,0.08607757333492082,-0.15986480935322825,14
3,0.28565905016430326,-0.15033876721560968,-0.2898204401546356,0.029469929322872658,0.35318359874586974,0.11159556939426832,0.1733671404429104,-0.4348842640424886,0.6886439394943455,-0.19099993220794478,0.4284726378052503,-0.12805170548950745,0.17256900577905113,-0.0308164327286665,0.11369252450983454,0.3457758062200094,-0.3627557356574685,1.1358119485488705,-0.2712340933938158,0.08443567086282024,-0.03687975476445157,9
4,0.3451405512709809,-0.07593510455868097,-0.22558626193314446,-0.029478129156817492,0.13234606994244952,-0.027542112241770923,0.21638174732570156,0.9287758318602961,0.3664345108464767,-0.10708194918644574,0.4890978876850518,-0.1607646457385442,0.15751644490497183,-0.016043076989891707,0.16005138356939158,0.2845507479788016,-0.3039228637452957,1.0434797802705875,-0.2841472422616048,0.07717052264729717,-0.08304251687857427,14
5,0.5505720635977778,-0.03030954729327148,-0.33820972295090146,0.015386647745857254,0.31650508632918417,0.08996077971535976,0.22974590229613248,-0.48970670400617117,0.5879496258545792,-0.36246036267296355,-0.6573004056451005,-0.1598063921877089,0.1424025615783296,0.002979344082542505,0.35602778074667923,0.5278744225546992,-0.5816494768649334,0.44344557104231774,-0.16053769625261072,0.07123200313113717,-0.13891643434316178,17
6,0.6104738998643747,0.044761380752245866,-0.2733487165853821,-0.04436873216869559,0.09442361427067246,-0.05002963598161728,0.27334704716717856,0.874405342850662,0.2662072391054707,-0.28012046633304766,-0.5955705243240546,-0.19201165497786257,0.12631582199728947,0.017847421974424942,0.402392004610645,0.46587291207616044,-0.5223779799752859,0.3510616600417712,-0.17356984013251953,0.06339897952873899,-0.18630950319790496,15
7,0.2969649860443805,-0.16262687179630186,-0.3204718760730037,0.03396509163168856,0.3584929248656666,0.1349697744234551,0.16999576327815313,-0.5349710586042803,0.6268049598573403,-0.07862173756312475,0.5212150904327951,-0.18712269634853498,0.25884044901229347,-0.026773156456524484,0.46765549452617017,0.929722408394242,-0.5937402936470507,-0.02390060058317575,-0.022992109479629194,0.024205618211148784,-0.15097023561785405,15
8,0.3406839186540815,-0.11324566121144822,-0.2797437532525718,0.005291586959349858,0.1843032681281766,0.027809620072584192,0.19101519560138308,0.8117408765216858,0.2870814600059598,0.06447449601774442,0.5404166612659266,-0.23887354130568758,0.28256958964924533,-0.015551881459286524,0.5138131734203998,0.8976143090529486,-0.5513558583901822,-0.11429241677657082,-0.031442945392926976,0.03823579700344304,-0.15099649495870845,14
9,-0.6217029100395316,-0.26513662373658275,-0.4367704527533121,1.0457453830859376,-0.12996802506307115,-0.0012125996169926499,-0.007705996880199553,0.09978242816079037,0.21086596467931534,0.10758232580508997,-0.12797974536463302,-0.0601962441953895,0.07462053847607364,0.052492905358144416,0.4320699037610292,0.40588845508638194,-0.493588749115153,0.40732371717898913,-0.30144254097568773,-0.542919481845354,-0.012080990042614592,12
